relative_path,category,filename,size_bytes,modified_utc,years_in_filename,has_post_mz,same_basename_count,audience,display_title,icd10_primary,icd_count,audience_confidence,protocol_kind,scope_label_ru
minzdrav_protocols/endokrinologiya-narusheniya-obmena-veshchestv/КП диагностики лечения и диспансерного наблюдения детского населения с заболеванием первичный врожденный гипотиреоз 07.08.2009_№781.pdf,endokrinologiya-narusheniya-obmena-veshchestv,КП диагностики лечения и диспансерного наблюдения детского населения с заболеванием первичный врожденный гипотиреоз 07.08.2009_№781.pdf,105958,2026-05-30T13:53:11Z,2009,no,2,pediatric,диагностики лечения и диспансерного наблюдения детского населения с заболеванием первичный врожденный гипотиреоз 07.08.2009 №781,B24|E03.9,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/endokrinologiya-narusheniya-obmena-veshchestv/КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,endokrinologiya-narusheniya-obmena-veshchestv,КП диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009_№781.pdf,99480,2026-05-30T13:53:11Z,2009,no,3,mixed,диагностики лечения и диспансерного наблюдения пациентов с заболеванием фенилкетонурия 07.08.2009 №781,E70.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/endokrinologiya-narusheniya-obmena-veshchestv/КП диагностики лечения и медицинской реабилитации детского населения с избыточной массой тела и ожирением 01.06.2009_№532.pdf,endokrinologiya-narusheniya-obmena-veshchestv,КП диагностики лечения и медицинской реабилитации детского населения с избыточной массой тела и ожирением 01.06.2009_№532.pdf,294030,2026-05-30T13:53:12Z,2009,no,1,pediatric,диагностики лечения и медицинской реабилитации детского населения с избыточной массой тела и ожирением 01.06.2009 №532,E24|E29.0|R63.2|R63.5|F50|F59|F50.2|F50.3|F50.4,10,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/endokrinologiya-narusheniya-obmena-veshchestv/КП_Диагностика_лечение_пациентов_с_эндокринологическими_заболеваниями_дет_нас_пост_МЗ_2019_90.pdf,endokrinologiya-narusheniya-obmena-veshchestv,КП_Диагностика_лечение_пациентов_с_эндокринологическими_заболеваниями_дет_нас_пост_МЗ_2019_90.pdf,1264249,2026-05-30T13:53:12Z,2019,yes,1,pediatric,Диагностика лечение пациентов с эндокринологическими заболеваниями детское население пост. МЗ 2019 90,R73.0|Q96|Q99.1|Q98.0|E01.1|N25.8,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с инвагинацией_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с инвагинацией_18.05.2021_№50.pdf,170774,2026-05-30T13:53:13Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с инвагинацией 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с острой кишечной непроходимостью_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с острой кишечной непроходимостью_18.05.2021_№50.pdf,179469,2026-05-30T13:53:13Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с острой кишечной непроходимостью 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с острым аппендицитом и генерализованным перитонитом_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с острым аппендицитом и генерализованным перитонитом_18.05.2021_№50.pdf,173206,2026-05-30T13:53:14Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с острым аппендицитом и генерализованным перитонитом 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с острым аппендицитом и отграниченным перитонитом_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с острым аппендицитом и отграниченным перитонитом_18.05.2021_№50.pdf,179986,2026-05-30T13:53:14Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с острым аппендицитом и отграниченным перитонитом 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с острым аппендицитом_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с острым аппендицитом_18.05.2021_№50.pdf,162826,2026-05-30T13:53:14Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с острым аппендицитом 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов (детское население) с ущемленными грыжами_18.05.2021_№50.pdf,gastroenterologiya,КП Диагностика и лечение пациентов (детское население) с ущемленными грыжами_18.05.2021_№50.pdf,168901,2026-05-30T13:53:15Z,2021,no,2,pediatric,Диагностика и лечение пациентов (детское население) с ущемленными грыжами 18.05.2021 №50,K65.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП Диагностика и лечение пациентов детское население с инородными телами пищеварительного тракта_14.05.2021_49.pdf,gastroenterologiya,КП Диагностика и лечение пациентов детское население с инородными телами пищеварительного тракта_14.05.2021_49.pdf,159785,2026-05-30T13:53:15Z,2021,no,2,pediatric,Диагностика и лечение пациентов детское население с инородными телами пищеварительного тракта 14.05.2021 49,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/gastroenterologiya/КП диагностики и лечения детей общехирургического профиля 27.09.2005_549.pdf,gastroenterologiya,КП диагностики и лечения детей общехирургического профиля 27.09.2005_549.pdf,282603,2026-05-30T13:53:15Z,2005,no,2,pediatric,диагностики и лечения детей общехирургического профиля 27.09.2005 549,D20|D73.3|D73.4|J86|P75|Q39.0|Q39.1|Q39.2|Q40.0|Q41.0|Q41.1|Q41.2,20,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_и_лечение_дет_население_с_язвенным_колитом_пост_МЗ_2024_66.pdf,gastroenterologiya,КП_Диагностика_и_лечение_дет_население_с_язвенным_колитом_пост_МЗ_2024_66.pdf,222314,2026-05-30T13:53:16Z,2024,yes,1,pediatric,Диагностика и лечение дет население с язвенным колитом пост. МЗ 2024 66,K51|K51.0|K51.2|K51.3|K51.5|K51.9,6,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_и_лечение_пациентов_дет_нас_с_гастродуоденальной_язвой_пост_МЗ_05.03.2024_46.pdf,gastroenterologiya,КП_Диагностика_и_лечение_пациентов_дет_нас_с_гастродуоденальной_язвой_пост_МЗ_05.03.2024_46.pdf,185890,2026-05-30T13:53:16Z,2024,yes,1,pediatric,Диагностика и лечение пациентов детское население с гастродуоденальной язвой пост. МЗ 05.03.2024 46,K25|K26|K27|K28,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_и_лечение_пациентов_дет_нас_с_хроническим_гастритом_пост_МЗ _05.03.2024_46.pdf,gastroenterologiya,КП_Диагностика_и_лечение_пациентов_дет_нас_с_хроническим_гастритом_пост_МЗ _05.03.2024_46.pdf,178330,2026-05-30T13:53:17Z,2024,yes,1,pediatric,Диагностика и лечение пациентов детское население с хроническим гастритом пост. МЗ 05.03.2024 46,K29.3|K29.4|K29.5|K29.6|K29.7|K29.8|K29.9,7,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_и_лечение_пациентов_детс_нас_с_гастроэзофагеальной_рефлюксной_болезнью_ пост_МЗ_29.04.2023_64.pdf,gastroenterologiya,КП_Диагностика_и_лечение_пациентов_детс_нас_с_гастроэзофагеальной_рефлюксной_болезнью_ пост_МЗ_29.04.2023_64.pdf,208966,2026-05-30T13:53:17Z,2023,yes,1,pediatric,Диагностика и лечение пациентов детское население с гастроэзофагеальной рефлюксной болезнью пост. МЗ 29.04.2023 64,K21.9,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_и_лечение_пациентов_детс_нас_с_моторно-_эвакуаторными_нарушениями_акта_дефекации_пост_МЗ _14.02.2024_33.pdf,gastroenterologiya,КП_Диагностика_и_лечение_пациентов_детс_нас_с_моторно-_эвакуаторными_нарушениями_акта_дефекации_пост_МЗ _14.02.2024_33.pdf,175744,2026-05-30T13:53:17Z,2024,yes,2,pediatric,Диагностика и лечение пациентов детское население с моторно- эвакуаторными нарушениями акта дефекации пост. МЗ 14.02.2024 33,F98.1|K59.0|Q42.0|Q42.1|Q42.2|Q42.3|Q43.1|Q43.5|Q43.6|Q43.7,10,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_дет_население_с_болезнью_Крона_пост_МЗ_2024_66.pdf,gastroenterologiya,КП_Диагностика_лечение_дет_население_с_болезнью_Крона_пост_МЗ_2024_66.pdf,234239,2026-05-30T13:53:18Z,2024,yes,1,pediatric,Диагностика лечение дет население с болезнью Крона пост. МЗ 2024 66,K50|K50.0|K50.1|K50.8|K50.9,5,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_желчного_пузыря_желчевыводящих_путей_поджелудочной_железы_пост_МЗ_2025_185.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_желчного_пузыря_желчевыводящих_путей_поджелудочной_железы_пост_МЗ_2025_185.pdf,239399,2026-05-30T13:53:18Z,2025,yes,1,adult,Диагностика лечение пациентов вз нас заболеваниями желчного пузыря желчевыводящих путей поджелудочной железы пост. МЗ 2025 185,K82.8|K83.4|K86.0|K86.1,4,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_кишечника_пост_МЗ_2025_185.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_кишечника_пост_МЗ_2025_185.pdf,437341,2026-05-30T13:53:19Z,2025,yes,1,adult,Диагностика лечение пациентов вз нас заболеваниями кишечника пост. МЗ 2025 185,K51|K50|K52.8|K57|I77.4|K90.0|K58|P53,8,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_печени_пост_МЗ_2025_185.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_печени_пост_МЗ_2025_185.pdf,458979,2026-05-30T13:53:19Z,2025,yes,1,adult,Диагностика лечение пациентов вз нас заболеваниями печени пост. МЗ 2025 185,K76.0|B18|K70.1|K73|K71|K71.3|B88,7,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_пищевода_желудка_двенадцатиперстной_кишки_пост_МЗ_2025_185.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_вз_нас_заболеваниями_пищевода_желудка_двенадцатиперстной_кишки_пост_МЗ_2025_185.pdf,449784,2026-05-30T13:53:20Z,2025,yes,1,adult,Диагностика лечение пациентов вз нас заболеваниями пищевода желудка двенадцатиперстной кишки пост. МЗ 2025 185,Y40|Y41|Y42|Y43|Y44|Y45|K29.5|K25.0|Y45.3|Y45.1,10,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_острой_кишечной_непроходимостью_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_острой_кишечной_непроходимостью_в_стац_условиях_пост_МЗ_2023_182.pdf,194391,2026-05-30T13:53:20Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с острой кишечной непроходимостью в стационарных условияхиях пост. МЗ 2023 182,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_острым_аппендицитом_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_острым_аппендицитом_в_стац_условиях_пост_МЗ_2023_182.pdf,176734,2026-05-30T13:53:20Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с острым аппендицитом в стационарных условияхиях пост. МЗ 2023 182,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_острым_панкреатитом_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_острым_панкреатитом_в_стац_условиях_пост_МЗ_2023_182.pdf,192282,2026-05-30T13:53:21Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с острым панкреатитом в стационарных условияхиях пост. МЗ 2023 182,K86.1,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_острым_холециститом_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_острым_холециститом_в_стац_условиях_пост_МЗ_2023_182.pdf,183211,2026-05-30T13:53:21Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с острым холециститом в стационарных условияхиях пост. МЗ 2023 182,K81.9|N30.0,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_острыми_гастродуоденальными_кровотечениями_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_острыми_гастродуоденальными_кровотечениями_в_стац_условиях_пост_МЗ_2023_182.pdf,172848,2026-05-30T13:53:22Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с острыми гастродуоденальными кровотечениями в стационарных условияхиях пост. МЗ 2023 182,I85.0|I86.4|K27.0|K27.4|K28.0|K28.4|S20|S29,9,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_перфоративной_гастродуоденальной_язвой_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_перфоративной_гастродуоденальной_язвой_в_стац_условиях_пост_МЗ_2023_182.pdf,172518,2026-05-30T13:53:22Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с перфоративной гастродуоденальной язвой в стационарных условияхиях пост. МЗ 2023 182,K25.1|K25.2|K25.5|K25.6|K26.1|K26.2|K26.5|K26.6|K27.1|K27.2|K27.5|K27.6,16,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взр_нас_с_травмой_живота_в_стац_условиях_пост_МЗ_2023_182.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взр_нас_с_травмой_живота_в_стац_условиях_пост_МЗ_2023_182.pdf,186153,2026-05-30T13:53:22Z,2023,yes,3,adult,Диагностика лечение пациентов взрослое население с травмой живота в стационарных условияхиях пост. МЗ 2023 182,S30.1|S30.7|S30.8|S30.9|S31.1|S31.7|S31.8|S36|S37.0|S37.1|S37.2|S39,12,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_взрос_с_доброкач_забол_прямой_кишки_параректальной_и_копчиковой_области_амбул_пост_МЗ_01.04.2022_№22.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_взрос_с_доброкач_забол_прямой_кишки_параректальной_и_копчиковой_области_амбул_пост_МЗ_01.04.2022_№22.pdf,204428,2026-05-30T13:53:23Z,2022,yes,5,adult,Диагностика лечение пациентов взрос с доброкач забол прямой кишки параректальной и копчиковой области амбулаторных пост. МЗ 01.04.2022 №22,D12|D12.8|D12.9|K60.4|K60.5|K61.1|K61.2|L05|L05.0|L05.9|L29|L29.0,13,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/КП_Диагностика_лечение_пациентов_детс_нас_с_целиакией_амбул_стац_пост_МЗ_29.02.2024_38.pdf,gastroenterologiya,КП_Диагностика_лечение_пациентов_детс_нас_с_целиакией_амбул_стац_пост_МЗ_29.02.2024_38.pdf,202687,2026-05-30T13:53:23Z,2024,yes,1,pediatric,Диагностика лечение пациентов детское население с целиакией амбулаторных стац пост. МЗ 29.02.2024 38,K90.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gastroenterologiya/пост._МЗ_РБ_от_25.04.2026_№32_КП_ЗНО_гепатобилиарной_системы_(взрослые)_офиц.pdf,gastroenterologiya,пост._МЗ_РБ_от_25.04.2026_№32_КП_ЗНО_гепатобилиарной_системы_(взрослые)_офиц.pdf,540168,2026-05-30T13:53:24Z,2026,no,2,adult,пост. МЗ РБ от 25.04.2026 №32 КП ЗНО гепатобилиарной системы (взрослые) офиц,,0,index_csv,clinical_pending,Клинический КП (МКБ не извлечён из текста)
minzdrav_protocols/gematologiya/КП Диагностика и лечение пациентов с идиопатической тромбоцитопенической пурпурой 01.06.2017 № 53.pdf,gematologiya,КП Диагностика и лечение пациентов с идиопатической тромбоцитопенической пурпурой 01.06.2017 № 53.pdf,257482,2026-05-30T13:53:24Z,2017,no,1,any,Диагностика и лечение пациентов с идиопатической тромбоцитопенической пурпурой 01.06.2017 №53,D69.3,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,gematologiya,КП Профилактика геморрагической болезни у новорожденных детей 02.04.2020 № 28.pdf,222220,2026-05-30T13:53:24Z,2020,no,3,pediatric,Профилактика геморрагической болезни у новорожденных детей 02.04.2020 №28,P53,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП диагностики и лечения больных с патологией системы кроветворения 274.pdf,gematologiya,КП диагностики и лечения больных с патологией системы кроветворения 274.pdf,244507,2026-05-30T13:53:25Z,,no,2,any,диагностики и лечения больных с патологией системы кроветворения 274,D47.1|D50.0|D50.1|D51|D52|D53|D58.0|D59.0|D61.1|D61.2|D61.3|D68,27,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП диагностики и лечения пациентов с диссеминированным внутрисосудистым свертыванием крови_31.05.2012 № 662.pdf,gematologiya,КП диагностики и лечения пациентов с диссеминированным внутрисосудистым свертыванием крови_31.05.2012 № 662.pdf,1163689,2026-05-30T13:53:25Z,2012,no,1,any,диагностики и лечения пациентов с диссеминированным внутрисосудистым свертыванием крови 31.05.2012 №662,D65,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП диагностики и лечения пациентов с нарушениями свертываемости крови в случае получения антикоагулянтной терапии 31.05.2012 № 662.pdf,gematologiya,КП диагностики и лечения пациентов с нарушениями свертываемости крови в случае получения антикоагулянтной терапии 31.05.2012 № 662.pdf,543460,2026-05-30T13:53:26Z,2012,no,1,any,диагностики и лечения пациентов с нарушениями свертываемости крови в случае получения антикоагулянтной терапии 31.05.2012 №662,D68.8,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП диагностики и лечения пациентов с хроническим миелолейкозом_31.05.2012 № 662.pdf,gematologiya,КП диагностики и лечения пациентов с хроническим миелолейкозом_31.05.2012 № 662.pdf,548165,2026-05-30T13:53:26Z,2012,no,2,any,диагностики и лечения пациентов с хроническим миелолейкозом 31.05.2012 №662,C92.1,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП лечения пациентов множественной миеломой с помощью высокодозной химиотерапии_31.05.2012 № 662.pdf,gematologiya,КП лечения пациентов множественной миеломой с помощью высокодозной химиотерапии_31.05.2012 № 662.pdf,498538,2026-05-30T13:53:26Z,2012,no,3,any,лечения пациентов множественной миеломой с помощью высокодозной химиотерапии 31.05.2012 №662,C90.0,1,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_детей_с_онкологическими_и_гематологическими_заболеваниями_пост_МЗ_РБ_05.12.2022_113.pdf,gematologiya,КП_Диагностика_и_лечение_детей_с_онкологическими_и_гематологическими_заболеваниями_пост_МЗ_РБ_05.12.2022_113.pdf,1380439,2026-05-30T13:53:27Z,2022,yes,3,pediatric,Диагностика и лечение детей с онкологическими и гематологическими заболеваниями пост. МЗ РБ 05.12.2022 113,Q22|P13|D69.3|D61.0|D61|Z94.8|Q31|Q32|Q23|Q21|P21|Q36,25,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_витамин-В12-дефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,gematologiya,КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_витамин-В12-дефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,130497,2026-05-30T13:53:28Z,2022,yes,1,adult,Диагностика и лечение пациентов (взрослое население) с витамин-В12-дефицитной анемией пост. МЗ 01.04.2022 №23,D51,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_железодефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,gematologiya,КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_железодефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,134959,2026-05-30T13:53:28Z,2022,yes,1,adult,Диагностика и лечение пациентов (взрослое население) с железодефицитной анемией пост. МЗ 01.04.2022 №23,D50,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_фолиеводефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,gematologiya,КП_Диагностика_и_лечение_пациентов_(взрослое_население)_с_фолиеводефицитной_анемией_пост_МЗ_01_04_2022_№23.pdf,126750,2026-05-30T13:53:28Z,2022,yes,1,adult,Диагностика и лечение пациентов (взрослое население) с фолиеводефицитной анемией пост. МЗ 01.04.2022 №23,D52,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_пациентов_взр_нас_с_миелодиспластическими_синдромами_пост_МЗ_05.032024_45.pdf,gematologiya,КП_Диагностика_и_лечение_пациентов_взр_нас_с_миелодиспластическими_синдромами_пост_МЗ_05.032024_45.pdf,1461324,2026-05-30T13:53:29Z,2024,yes,2,adult,Диагностика и лечение пациентов взрослое население с миелодиспластическими синдромами пост. МЗ 05.032024 45,D46|Q13,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_и_лечение_пациентов_с_первичными_иммунодефицитами_(взрос_население)»_пост_МЗ_РБ_11.10.2022_102).pdf,gematologiya,КП_Диагностика_и_лечение_пациентов_с_первичными_иммунодефицитами_(взрос_население)»_пост_МЗ_РБ_11.10.2022_102).pdf,568581,2026-05-30T13:53:29Z,2022,yes,3,adult,Диагностика и лечение пациентов с первичными иммунодефицитами (взрос население) пост. МЗ РБ 11.10.2022 102),D82.8|D80|D82.4|D76.1|D82.0|D69.4|D76.3|D72.8|D80.0|D76|D89.8|D84.8,49,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_лечение_анемии_недоношенных_пост_МЗ_04.06.2024_97.pdf,gematologiya,КП_Диагностика_лечение_анемии_недоношенных_пост_МЗ_04.06.2024_97.pdf,197402,2026-05-30T13:53:30Z,2024,yes,2,mixed,Диагностика лечение анемии недоношенных пост. МЗ 04.06.2024 97,P07.3,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_лечение_гемолитико-уремического_синдрома_д-нас_пост_МЗ_2024_180.pdf,gematologiya,КП_Диагностика_лечение_гемолитико-уремического_синдрома_д-нас_пост_МЗ_2024_180.pdf,486994,2026-05-30T13:53:30Z,2024,yes,2,pediatric,Диагностика лечение гемолитико-уремического синдрома детское население пост. МЗ 2024 180,D59.3,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_лечение_пациентов_с_первичными_иммунодефицитами_детс_нас_пост_МЗ_2024_98.pdf,gematologiya,КП_Диагностика_лечение_пациентов_с_первичными_иммунодефицитами_детс_нас_пост_МЗ_2024_98.pdf,815343,2026-05-30T13:53:31Z,2024,yes,3,pediatric,Диагностика лечение пациентов с первичными иммунодефицитами детское население пост. МЗ 2024 98,D82.8|D89.8|D80.5|D84.8|D80.0|D80.1|D81.0|D81.1|D81.3|D81.6|D81.7|D81.8,49,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Диагностика_лечение_пациентов_старше_18_лет_вновь_диагностированным_острым_миелоидным_лейкозом_пост_МЗ_2025_123.pdf,gematologiya,КП_Диагностика_лечение_пациентов_старше_18_лет_вновь_диагностированным_острым_миелоидным_лейкозом_пост_МЗ_2025_123.pdf,375790,2026-05-30T13:53:31Z,2025,yes,2,any,Диагностика лечение пациентов старше 18 лет вновь диагностированным острым миелоидным лейкозом пост. МЗ 2025 123,Q22|P13|P13.1|Q23.3|Q11.2|Q21|Q26.2|Q22.1|P21.3|P23.3|Q34.1|P11.2,21,default,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Медицинская_реабилитация_детей_с_онкологическими_и_онкогематологическими_заболеваниями_пост_МЗ_2017_52.pdf,gematologiya,КП_Медицинская_реабилитация_детей_с_онкологическими_и_онкогематологическими_заболеваниями_пост_МЗ_2017_52.pdf,247350,2026-05-30T13:53:32Z,2017,yes,2,pediatric,Медицинская реабилитация детей с онкологическими и онкогематологическими заболеваниями пост. МЗ 2017 52,D33|D35.2,2,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Оказание_медицинской_помощи_пациентам_взр_и_детс_население_с_антифосфолипидным_синдромом_пост_МЗ_09.03.2023_40.pdf,gematologiya,КП_Оказание_медицинской_помощи_пациентам_взр_и_детс_население_с_антифосфолипидным_синдромом_пост_МЗ_09.03.2023_40.pdf,222590,2026-05-30T13:53:32Z,2023,yes,2,mixed,Оказание медицинской помощи пациентам взр и детс население с антифосфолипидным синдромом пост. МЗ 09.03.2023 40,D68.6,1,index_csv,clinical,Клинический КП (есть коды МКБ)
minzdrav_protocols/gematologiya/КП_Оказание_медпомощи_пациентам_взр_дет_население_с_болезнью_Виллебранда_пост_МЗ_29.07.2022_80.pdf,gematologiya,КП_Оказание_медпомощи_пациентам_взр_дет_население_с_болезнью_Виллебранда_пост_МЗ_29.07.2022_80.pdf,262226,2026-05-30T13:53:32Z,2022,yes,1,mixed,Оказание медпомощи пациентам взр дет население с болезнью Виллебранда пост. МЗ 29.07.2022 80,D68.0,1,index_csv,clinical,Клинический КП (есть коды МКБ)
